NUM_CAS,ADREÇA,NUMERO,ESCALA,PIS,PORTA,CODI_POSTAL,POBLACIO,COMARCA,NOM_PROVINCIA,CODI_POBLACIO,CODI_COMARCA,CODI_PROVINCIA,REFERENCIA CADASTRAL,ZONA CLIMATICA,METRES_CADASTRE,ANY_CONSTRUCCIO,US_EDIFICI,Qualificació de consum d'energia primaria no renovable,Energia primària no renovable,Qualificacio d'emissions de CO2,Emissions de CO2,Consum d'energia final,Cost anual aproximat d'energia per habitatge,VEHICLE ELECTRIC,SOLAR TERMICA,SOLAR FOTOVOLTAICA,SISTEMA BIOMASSA,XARXA DISTRICTE,ENERGIA GEOTERMICA,INFORME_INS_TECNICA_EDIFICI,Eina de certificacio,VALOR AILLAMENTS,VALOR FINESTRES,Motiu de la certificacio,VALOR AILLAMENTS CTE,VALOR FINESTRES CTE,UTM_X,UTM_Y,Normativa construcció,Tipus Tramit,TIPUS_TERCIARI,Qualificació emissions calefacció,Emissions calefacció,Qualificació emissions refrigeració,Emissions refrigeració,Qualificació emissions ACS,Emissions ACS,Qualificació emissions enllumenament,Emissions enllumenament,Qualificació energia calefacció,Energia calefacció,Qualificació energia refrigeració,Energia refrigeració,Qualificació energia ACS,Energia ACS,Qualificació energia enllumenament,Energia enllumenament,Qualificació energia calefacció demanda,Energia calefacció demanda,Qualificació energia refrigeració demanda,Energia refrigeració demanda,VENTILACIO US RESIDENCIAL,LONGITUD,LATITUD,GEOREFERÈNCIA,REHABILITACIO_ENERGETICA,ACTUACIONS_REHABILITACIO,DATA_ENTRADA,LIMADM_MUNICIPI,LIMADM COMARCA
QWCC9Q4BR,Pasaje Felip Trapero,3,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5155305DF2755E0003KO,C2,74,,Vivienda individual en bloque de viviendas,E,138.84,E,29.13,114.58,536.2,NO,NO,NO,NO,NO,NO,,CE3X,0.69,3.66,Compra o Venta,0.49,2.1,425057.43,4575399.56,NRE-AT-87,Edificis existents,,E,18.43,C,1.08,G,9.62,,0,E,87.03,C,6.36,G,45.44,,0,E,56.46,C,5.61,0.83,2.104473363346722,41.32659102212133,POINT (2.104473363347 41.326591022121),NO,,09/04/2018,503,31
WYFL27TNK,Carrer Carretera de la Marina,54,,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4754514DF2745C0008LG,C2,56,,Habitatge individual en bloc d'habitatges,E,132.15,E,27.85,109.85,7.46,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.2,Compravenda,0.49,2.1,424725.72,4575351.21,Abans de 1979,Edificis existents,,E,20.98,B,0.5,G,6.37,,0,E,99.06,B,2.96,G,30.14,,0,E,76.58,B,3.03,,2.100516049515298,41.32612464606058,POINT (2.100516049515 41.326124646061),NO,,08/06/2020,503,31
BYVW75WNW,Carrer RIU EBRE,7,A,3,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3946402DF2744E0133FS,C2,71,,Habitatge individual en bloc d'habitatges,E,189.22,E,35.38,122.64,12.97,NO,NO,NO,NO,NO,NO,,CE3X,1.8,3.89,Edifici existent de l¿administració pública,0.49,2.1,423865.87,4574542.91,NBE-CT-79,Edificis existents,,D,16.63,C,1.35,G,17.4,,0,E,78.53,D,7.95,G,102.74,,0,E,60.71,D,8.14,,2.09034382619838,41.318763866559074,POINT (2.090343826198 41.318763866559),NO,,21/11/2023,503,31
61R47SX22,Carrer VILADECANS,37,A,1º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4458807DF2745G0008HT,C2,63.91,,Habitatge individual en bloc d'habitatges,E,165.6,E,28,84.74,858.78,,NO,NO,NO,,NO,,CE3X,1.69,3.78,Compra o Venda,0.49,2.1,424379.38,4575631.23,Abans de 1979,Edificis existents,,D,14.21,C,1.04,G,12.79,,0,E,83.91,C,6.16,G,75.5,,0,E,61.71,C,4.34,0.63,2.096343131588391,41.328614260513206,POINT (2.096343131588 41.328614260513),,,19/07/2016,503,31
3LBBZNHM1,Carrer Montsant,12,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3750807DF2735B0003EB,C2,84,,Habitatge individual en bloc d'habitatges,E,174.47,E,36.77,145.23,755.22,,NO,NO,NO,,NO,,CE3X,1.92,4.14,Lloguer,0.49,2.1,423675.97,4574802.03,Abans de 1979,Edificis existents,,E,27.58,B,0.71,G,8.48,,0,E,130.22,C,4.22,G,40.03,,0,E,84.48,B,2.97,0.63,2.088042627181244,41.32107970262545,POINT (2.088042627181 41.321079702625),,,25/04/2017,503,31
7LWG1B72S,Avenida POMPEU FABRA,9,A,2º,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4051701DF2745A0106WZ,C2,86,,Vivienda individual en bloque de viviendas,E,131.34,E,24.71,86.33,8.89,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.78,Compra o Venta,0.49,2.1,424014.86,4574898.31,Abans de 1979,Edificis existents,,D,12.32,D,1.77,G,10.62,,0,D,58.18,D,10.47,G,62.69,,0,D,44.98,E,10.71,,2.092079328318306,41.321978867041814,POINT (2.092079328318 41.321978867042),NO,,25/01/2023,503,31
66C8HG0HF,Carrer Eduard Blasco i Ejarque,1,A,2,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4553701DF2745D0014BR,C2,54,,Habitatge individual en bloc d'habitatges,E,165.56,E,31.71,54.15,7.5,NO,NO,NO,NO,NO,NO,,CE3X,2.23,5.7,Compravenda,0.49,2.1,424471.22,4575134.95,Abans de 1979,Edificis existents,,E,26.66,C,1.18,D,3.87,,0,E,140.29,D,6.97,E,18.3,,0,F,105.75,C,5.81,,2.097502161114908,41.32415307223796,POINT (2.097502161115 41.324153072238),NO,,12/09/2021,503,31
MGBMRKX6D,Calle Urgell,20,,ba,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3955113DF2735F0002PO,C2,53,,Vivienda individual en bloque de viviendas,E,184.58,E,38.95,153.75,10.52,NO,NO,NO,NO,NO,NO,,CE3X,1.93,5.7,Compra o Venta,0.49,2.1,423858.97,4575275.32,Abans de 1979,Edificis existents,,E,28.23,B,0.51,G,10.21,,0,E,133.29,B,3.01,G,48.28,,0,F,103.05,B,3.08,,2.090169643734492,41.32535973587156,POINT (2.090169643734 41.325359735872),NO,,30/04/2021,503,31
C0CR86NM5,Carrer Penedès,117,,6,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4153901DF2745C0027QT,C2,77.27,,Habitatge individual en bloc d'habitatges,E,165.3,E,34.8,42.91,211.95,,NO,NO,NO,,NO,,CE3X,2.01,5.16,Lloguer,0.49,2.1,424014.12,4575167,Abans de 1979,Edificis existents,,E,37.96,C,1.26,B,2.67,,0,E,179.26,D,7.45,C,12.61,,0,E,99.64,D,7.63,0.63,2.092036894617389,41.32439878028567,POINT (2.092036894617 41.324398780286),,,24/02/2016,503,31
2F9GV9N99,Carrer Empordà,87,,Bx,1r,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3955909DF2735F0001OI,C2,61.57,,Habitatge individual en bloc d'habitatges,G,261.17,F,54.89,215.79,5613.43,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.31,Compravenda,0.49,2.1,423867.67,4575306.89,Abans de 1979,Edificis existents,,E,35.13,C,1.56,G,18.2,,0,E,165.9,D,9.19,G,86.07,,0,G,128.26,D,9.41,0.63,2.090269634808421,41.32564489559684,POINT (2.090269634808 41.325644895597),NO,,19/12/2017,503,31
J4VG2MMT1,Avinguda de la Verge de Montserrat,58,,PB,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4556914DF2745F0002OD,C2,250,,Terciari,E,131.1,D,26.09,97.2,7.86,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5,Lloguer,0.49,2.1,424486.16,4575452.02,Abans de 1979,Edificis existents,Local,E,19.4,A,0.24,F,6.45,,0,F,91.63,A,1.41,F,38.06,,0,G,70.84,A,1.45,,2.097641258882471,41.327010197227914,POINT (2.097641258882 41.327010197228),NO,,05/11/2021,503,31
0093L54KT,Avinguda POMPEU FABRA,56,B,04,01,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3651702DF2735B0062IG,C2,83,,Habitatge individual en bloc d'habitatges,E,187.87,E,38.42,147.3,10.52,NO,NO,NO,NO,NO,NO,,CE3X,1.8,3.78,Lloguer,0.49,2.1,423531.5,4574878.04,NBE-CT-79,Edificis existents,,E,24.86,A,0.15,G,13.41,,0,E,123.65,A,0.88,G,63.33,,0,E,70.98,A,0.79,,2.086307075599398,41.321750604534,POINT (2.086307075599 41.321750604534),NO,,01/10/2021,503,31
B9SYBHPPH,Avenida Pompeu Fabra,65,,3,7,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3650701DF2735B0028KH,C2,81.4,,Vivienda individual en bloque de viviendas,E,159.71,E,33.51,131.83,678.21,NO,NO,NO,NO,NO,NO,,CE3X,1.9,5.7,Compra o Venta,0.49,2.1,423578.43,4574834.45,NBE-CT-79,Edificis existents,,E,25.73,C,1.22,G,6.56,,0,E,121.49,D,7.23,G,30.98,,0,E,78.82,D,7.4,0.83,2.086873236563986,41.32136245699363,POINT (2.086873236564 41.321362456994),NO,,03/04/2018,503,31
GZ3FT9DW9,Passatge ARUS,9,,3,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4558904DF2745H0011IF,C2,64.9,,Habitatge individual en bloc d'habitatges,E,115.29,E,23.62,119.49,468.76,,NO,NO,NO,,NO,,CE3X,1.85,5.7,Lloguer,0.49,2.1,424484.74,4575640.73,Abans de 1979,Edificis existents,,E,18.29,B,0.7,A,2.24,,0,E,86.38,C,4.16,C,13.22,,0,E,66.78,C,4.26,0.63,2.097600839764322,41.32870970065977,POINT (2.097600839764 41.32870970066),,,20/03/2015,503,31
TYYNX4FTL,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125170DF2732E0000LH,C2,3992,,Terciario,D,166.4,D,28.28,85.9,13.43,NO,NO,NO,NO,NO,NO,,CE3X,1.8,4.38,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,421656.2,4572463.63,NBE-CT-79,Edificis existents,Oficinas,G,14.77,B,2.29,G,0.48,B,10.74,G,87.22,B,13.51,F,2.26,B,63.4,G,51.6,B,8.85,,2.064213694308044,41.29982506662354,POINT (2.064213694308 41.299825066624),NO,,11/06/2022,503,31
9YXZ5Q2NP,Carrer Doctor Robert,17,A,1º,4ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4057401DF2745G0043LT,C2,64,,Habitatge individual en bloc d'habitatges,E,109.2,D,18.5,55.89,8.86,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.78,Lloguer,0.49,2.1,423966.8,4575620.68,NRE-AT-87,Edificis existents,,C,8.76,B,0.74,G,9,,0,D,51.73,C,4.35,G,53.13,,0,D,46.67,B,3.83,,2.091414765594683,41.32848042947303,POINT (2.091414765595 41.328480429473),NO,,30/05/2022,503,31
429012TR4,Carrer Urgell,4,,At,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4055918DF2745E0007HO,C2,41,,Habitatge individual en bloc d'habitatges,G,297.4,G,62.4,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,423990.02,4575314,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.091730569798698,41.32572047786339,POINT (2.091730569799 41.325720477863),,,16/03/2016,503,31
85YLNYVKX,Carrer CIUTAT DE CONSUEGRA,6,,PB,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4553705DF2745D0001MJ,C2,72,,Habitatge individual en bloc d'habitatges,C,62.54,C,12.09,0,0,NO,NO,NO,NO,NO,NO,,CERMA,0.54,1.73,Lloguer,0.49,2.1,424468.61,4575094.26,NBE-CT-79,Edificis existents,,C,7.46,A,0.05,E,4.58,,,C,35.23,A,0.29,G,27.02,,,C,28.13,A,0.26,,2.097476034790097,41.32378634871621,POINT (2.09747603479 41.323786348716),NO,,27/09/2023,503,31
GX3S0QKJ,Carrer DOCTOR ROBERT,17,A,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4057401DF2745G0046XI,C2,55,,Habitatge individual en bloc d'habitatges,E,204.25,E,38.2,132.49,13.99,NO,NO,NO,NO,NO,NO,,CE3X,0.73,3.76,Compravenda,0.49,2.1,423966.8,4575620.68,CTE 2006,Edificis existents,,E,18.02,C,1.09,G,19.1,,0,E,85.09,C,6.41,G,112.74,,0,E,65.79,C,6.56,,2.091414765594683,41.32848042947303,POINT (2.091414765595 41.328480429473),NO,,11/08/2019,503,31
07L82JH48,Carrer IGNASI IGLESIAS,80,,PB,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4460412DF2746A0001YU,C2,334.04,,Terciari,G,410.89,G,85.6,12.73,674.3,,NO,NO,NO,,NO,,CE3X,2.51,5.7,Compra o Venda,0.49,2.1,424391.12,4575903.35,Abans de 1979,Edificis existents,Local,G,79.96,C,1.43,G,2.43,B,1.79,G,377.58,C,8.43,G,14.33,B,10.55,G,291.91,D,8.63,,2.096449542214788,41.33106623757708,POINT (2.096449542215 41.331066237577),,,20/01/2017,503,31
57294M1XF,Calle Eduardo Blasco i Ejarque,7,,0,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4552508DF2745D0002GK,C2,70,,Terciario,C,154.51,C,26.17,79.07,12.54,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Alquiler,0.49,2.1,424482.98,4575051.22,Abans de 1979,Edificis existents,Local,G,20.06,B,2.56,,0,A,3.55,G,118.42,B,15.12,,0,A,20.97,G,85.63,B,14,,2.09765306933657,41.32340005030729,POINT (2.097653069337 41.323400050307),NO,,08/06/2023,503,31
LDCTL9JL3,Avinguda DEL REMOLAR,53,A,3,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3853301DF2735D0016GW,C2,72,,Habitatge individual en bloc d'habitatges,E,137.35,E,28.92,113.96,7.73,NO,NO,NO,NO,NO,NO,,CE3X,1.69,2.55,Lloguer,0.49,2.1,423684.93,4575198.82,Abans de 1979,Edificis existents,,E,22.07,B,0.64,G,6.2,,0,E,104.24,B,3.78,G,29.33,,0,E,80.59,B,3.87,,2.088099850260555,41.32465427531742,POINT (2.088099850261 41.324654275317),NO,,08/07/2022,503,31
58Q49NL81,Avenida REMOLAR,74,,4,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3752913DF2735D0098BF,C2,60,,Vivienda individual en bloque de viviendas,E,208.94,E,44.01,173.73,9.41,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.36,Compra o Venta,0.49,2.1,423686.82,4575062.61,Abans de 1979,Edificis existents,,E,31.21,B,0.95,G,11.84,,0,E,147.38,C,5.63,G,55.93,,0,E,95.61,C,5.77,,2.088139535039077,41.3234276669479,POINT (2.088139535039 41.323427666948),NO,,17/02/2019,503,31
3ZYRQK7S,Carrer Catalunya,120,,1,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4754606DF2745D0070LL,C2,77,,Habitatge individual en bloc d'habitatges,E,190.48,E,40.24,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424756.99,4575282.65,Abans de 1979,Edificis existents,,E,30.59,A,0.4,G,9.25,,0,E,144.44,B,2.36,G,43.67,,0,G,111.67,A,2.08,,2.100898152736494,41.32551007171985,POINT (2.100898152736 41.32551007172),,,14/11/2016,503,31
P5W5KBR2K,Carrer Coronel Sanfeliu,53,,1,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4453107DF2745C0008OG,C2,76,,Habitatge individual en bloc d'habitatges,E,171.9,E,36,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424309.32,4575067.55,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.095576233492949,41.32353084296334,POINT (2.095576233493 41.323530842963),,,25/03/2016,503,31
179BQZRLW,Carrer Enric Morera,86,1,3º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4653515DF2745D0016DY,C2,81,,Habitatge individual en bloc d'habitatges,E,138.57,E,29.11,114.65,7.2,NO,NO,NO,NO,NO,NO,,CE3X,0.58,3.44,Compravenda,0.49,2.1,424616.52,4575210.02,NBE-CT-79,Edificis existents,,E,20.36,B,0.92,G,7.83,,0,E,96.13,C,5.45,G,36.98,,0,E,54.93,C,4.85,,2.099228841673452,41.324842798259915,POINT (2.099228841673 41.32484279826),NO,,07/11/2019,503,31
3JCJ1FZSP,Plaza DE LA GRANJA,2,1,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4146603DF2744E0016WZ,C2,60,,Vivienda individual en bloque de viviendas,G,277.01,G,58.24,229.49,14.38,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.78,Compra o Venta,0.49,2.1,424087.13,4574439.75,Abans de 1979,Edificis existents,,E,40.78,D,1.7,G,15.75,,0,F,192.59,D,10.05,G,74.37,,0,F,106.81,D,7.09,,2.093000020830752,41.31785560560534,POINT (2.093000020831 41.317855605605),NO,,29/07/2022,503,31
35XDQMK3J,Avenida Josep Anselm Clavé,65,,0,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4563715DF2746D0001YA,C2,68,,Vivienda individual en bloque de viviendas,E,205.63,E,37.45,125.22,16.15,NO,NO,NO,NO,NO,NO,,CE3X,1.24,5.48,Alquiler,0.49,2.1,424476,4576102.42,Abans de 1979,Edificis existents,,E,23.95,A,0.34,G,13.17,,0,E,141.37,A,2,G,62.26,,0,E,94.49,A,1.27,,2.097439016549557,41.33286713904753,POINT (2.09743901655 41.332867139048),NO,,16/05/2021,503,31
Z1MD0MVBS,Carrer REUS,24,,1,1,08020,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4852809DF2745B0002SM,C2,74.28,,Habitatge individual en bloc d'habitatges,E,123.2,E,26.77,100.63,464.95,,NO,NO,NO,,NO,,CE3X,1.69,3.78,Compra o Venda,0.49,2.1,424796.03,4575044.02,Abans de 1979,Edificis existents,,C,21.39,F,2.22,G,1.36,F,20,D,126.29,F,13.1,G,8,F,118.07,D,85.05,D,8.25,0.63,2.101394128080443,41.323364464920154,POINT (2.10139412808 41.32336446492),,,22/06/2015,503,31
69BWBNYN7,Avenida Remolar,110,,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3946405DF2744E0013QK,C2,80,,Vivienda individual en bloque de viviendas,E,104.15,D,19.44,67.24,570.55,NO,NO,NO,NO,NO,NO,,CE3X,1.17,3.66,Alquiler,0.49,2.1,423917.54,4574479.28,CTE 2006,Edificis existents,,C,9.54,B,0.91,G,8.99,,0,D,56.31,C,5.4,G,42.44,,0,D,50.81,C,4.76,0.8,2.090969072144269,41.31819565336361,POINT (2.090969072144 41.318195653364),NO,,17/09/2018,503,31
HQLT1N2MY,Carrer Bruguers,34,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3651404DF2735B0059FG,C2,100,,Habitatge individual en bloc d'habitatges,E,121.64,E,25.5,100.22,636.32,,NO,NO,NO,,NO,,CE3X,0.51,3.66,Compra o Venda,0.49,2.1,423560.39,4574994.02,NRE-AT-87,Edificis existents,,E,17.35,C,1.03,G,7.12,,0,E,81.93,C,6.08,G,33.63,,0,D,53.15,C,5.35,0.63,2.086637642913124,41.3227979279494,POINT (2.086637642913 41.322797927949),,,03/05/2017,503,31
VBWTHM5X,Calle Matagalls,1,,1,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3849103DF2734H0007FG,C2,63,,Vivienda individual en bloque de viviendas,E,199.93,E,42.15,166.52,10.3,NO,NO,NO,NO,NO,NO,,CE3X,2.08,4.78,Alquiler,0.49,2.1,423730.89,4574749.65,NBE-CT-79,Edificis existents,,E,32.92,B,0.77,G,8.45,,0,E,155.48,C,4.56,G,39.89,,0,F,100.86,C,4.02,,2.088705331379707,41.32061313420889,POINT (2.08870533138 41.320613134209),NO,,12/11/2020,503,31
5YJXM4JXP,Carrer Federico Soler,81,,At,2a,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4654801DF2745C0020QZ,C2,58,,Habitatge individual en bloc d'habitatges,E,123.63,E,25.26,2.14,0.17,NO,NO,NO,NO,NO,NO,,CE3,1.72,5.7,Lloguer,0.49,2.1,424507.84,4575201.18,Abans de 1979,Edificis existents,,D,11.43,F,3.69,G,10.14,,,D,53.98,G,21.77,G,47.87,,0,D,41.73,F,13.25,,2.097931456560954,41.32475301005054,POINT (2.097931456561 41.324753010051),NO,,28/12/2023,503,31
GS0R2DJNL,Calle Dolores Ibarruri,23,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3651701DF2735B0031MH,C2,90,,Terciario,D,232.59,C,39.4,119.03,18.87,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.57,Compra o Venta,0.49,2.1,423513.75,4574913.21,NRE-AT-87,Edificis existents,Local,C,23.21,C,6.66,,0,D,9.53,E,137.02,C,39.34,,0,D,56.23,G,119.56,D,39.86,,2.086090587719207,41.322065682486105,POINT (2.086090587719 41.322065682486),NO,,07/02/2024,503,31
NK1S87Z0G,Polígon la granja,1,1,6,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4046506DF2744E0025HR,C2,62,,Habitatge individual en bloc d'habitatges,E,197.82,E,41.53,163.46,10.31,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.1,Compravenda,0.49,2.1,424014.12,4574461.29,Abans de 1979,Edificis existents,,E,23.32,C,1.43,G,16.78,,0,E,110.13,D,8.45,G,79.24,,0,E,85.14,D,8.65,,2.092125116700729,41.31804273133944,POINT (2.092125116701 41.318042731339),NO,,22/11/2022,503,31
8RKGJX8PC,Carrer URGELL,23,,L,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4054201DF2745C0002DO,C2,54.84,,Terciari,F,335.5,F,62.8,99.11,861.87,,NO,NO,NO,,NO,,CE3X,1.69,5.7,Compra o Venda,0.49,2.1,423879.55,4575264.19,Abans de 1979,Edificis existents,Local,D,30.03,A,0,G,32.74,A,0.07,E,141.8,A,0,G,193.27,A,0.39,F,109.63,A,0,,2.090416924299276,41.32526143601521,POINT (2.090416924299 41.325261436015),,,27/06/2016,503,31
L2GQQYTGQ,Calle Eduardo Blasco i Ejarque,2,,ba,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4552304DF2745D0002JK,C2,51,,Vivienda individual en bloque de viviendas,E,201.57,E,39.91,147.89,12.22,NO,NO,NO,NO,NO,NO,,CE3X,1.95,5.7,Alquiler,0.49,2.1,424434.95,4575116.17,Abans de 1979,Edificis existents,,E,28.83,B,0.51,G,10.57,,0,E,136.16,B,3.04,G,62.37,,0,F,105.27,B,3.11,,2.09707115539043,41.32398052930238,POINT (2.09707115539 41.323980529302),NO,,26/10/2020,503,31
4Y70S16JT,Calle Londres,8,,1,2,08029,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,8523101DF2882D0331OJ,C2,119,,Vivienda individual en bloque de viviendas,E,167.07,E,35.1,138.25,8.68,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.02,Alquiler,0.49,2.1,428400.59,4582140.54,Abans de 1979,Edificis existents,,E,28,C,1.1,G,6,,0,E,132.23,C,6.51,G,28.33,,0,E,85.78,D,6.67,,2.143622597401739,41.38760868504035,POINT (2.143622597402 41.38760868504),NO,,12/11/2020,512,29
4RJ0Y7SGS,Plaça ROIGE I BADIA,1,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4658801DF2745H0010FD,C2,61.29,,Habitatge individual en bloc d'habitatges,G,279.4,G,59,57.6,213.4,,NO,NO,NO,,NO,,CE3X,2.11,5.35,Lloguer,0.49,2.1,424517.52,4575643.83,Abans de 1979,Edificis existents,,F,43.66,B,0.79,G,14.51,,0,F,206.16,C,4.68,G,68.54,,0,G,159.39,C,4.79,0.63,2.097992125537691,41.32874069143269,POINT (2.097992125538 41.328740691433),,,07/06/2016,503,31
7W2L63FP4,Avinguda DEL CANAL,135,,01,03,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4155423DF2745E0005RU,C2,68.3,,Habitatge individual en bloc d'habitatges,E,212.57,E,44.84,175.12,722.99,NO,NO,NO,NO,NO,NO,,CE3X,2.16,4.1,Lloguer,0.49,2.1,424019.69,4575346.09,Abans de 1979,Edificis existents,,E,34.82,B,0.71,G,9.31,,0,E,164.43,C,4.18,G,43.96,,0,F,106.67,C,4.27,0.63,2.092081051886682,41.32601229645786,POINT (2.092081051887 41.326012296458),NO,,16/01/2018,503,31
67GGD7P1N,Carrer BRUGUERS,38,A,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3651403DF2735B0033IK,C2,75,,Habitatge individual en bloc d'habitatges,E,103.46,E,22.38,88.06,433.3,,NO,NO,NO,,NO,,CE3X,0.7,3.66,Compra o Venda,0.49,2.1,423527.12,4574971.16,NRE-AT-87,Edificis existents,,D,13.5,B,0.6,F,5.31,,0,D,63.75,B,3.53,G,25.08,,0,D,32.68,B,3.61,0.63,2.086243030769658,41.32258888236704,POINT (2.08624303077 41.322588882367),,,05/03/2015,503,31
G6BVBKCCD,Carrer CORONEL SANFELIU,53,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4453107DF2745C0005YS,C2,84.1,,Habitatge individual en bloc d'habitatges,G,244.29,G,62.44,53.27,32.53,,NO,NO,NO,,NO,,CE3X,2.11,5.7,Compra o Venda,0.49,2.1,424309.32,4575067.55,Abans de 1979,Edificis existents,,E,20.73,A,1.22,E,4.38,,0,E,97.91,B,7.19,F,20.68,,0,G,75.7,B,7.36,,2.095576233492949,41.32353084296334,POINT (2.095576233493 41.323530842963),,,01/12/2014,503,31
40JK9T8CX,Calle ARAGÓ,45,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5253205DF2755C0003LF,C2,60,,Vivienda individual en bloque de viviendas,G,267.96,F,53.39,199.18,16.01,NO,NO,NO,NO,NO,NO,,CE3X,2.09,5,Certificación voluntaria,0.49,2.1,425123.15,4575117.01,Abans de 1979,Edificis existents,,E,39.99,C,1.37,G,12.04,,0,F,188.83,D,8.09,G,71.05,,0,G,145.99,C,6.47,,2.105293406787205,41.32405230646708,POINT (2.105293406787 41.324052306467),NO,,04/03/2024,503,31
N0YSPRHDN,Carrer GIRONA,157,,1,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4652810DF2745D0003AL,C2,81,,Habitatge individual en bloc d'habitatges,F,225.11,E,47.58,188.49,11.5,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.78,Compravenda,0.49,2.1,424552.59,4574990.62,Abans de 1979,Edificis existents,,E,37.03,A,0.35,G,10.21,,0,E,174.84,A,2.06,G,48.21,,0,G,121.65,B,2.11,,2.098492257750834,41.322860766742274,POINT (2.098492257751 41.322860766742),NO,,24/01/2024,503,31
